datasheet_id,stratagem_id
10,9992006
10,8335003
10,9218002
10,9218003
10,9796004
10,8335008
10,8335002
10,8366003
10,9796002
10,8335012
10,9796006
10,9992003
10,8335004
10,9218004
10,8335009
10,9992005
10,9992007
10,8335010
10,8366006
10,9218006
10,8366004
10,9992002
10,8366005
11,8366006
11,8366004
11,9992007
11,8335008
11,9616004
11,8335003
11,8335011
11,9796002
11,8335005
11,8335006
11,9992002
11,9796006
11,9992005
11,8335012
11,8335002
11,9218002
11,8335010
11,9992003
11,8366005
11,9218003
11,9218004
11,9218005
11,9616002
11,9218006
11,8335009
11,8335004
11,9796003
11,9796004
11,8366003
11,8366007
11,9992006
12,9616004
12,9218006
12,9218005
12,9218004
12,8335012
12,8335009
12,9218003
12,8335002
12,9218002
12,9992003
12,9796003
12,8366006
12,9992006
12,8366005
12,9992002
12,8366007
12,8335008
12,8335003
12,9796002
12,9796004
12,9616002
12,9992005
12,8366003
12,8366004
12,8335005
12,8335004
12,8878004
12,9992007
12,8335010
12,9796006
13,9796006
13,8335004
13,8335012
13,8335002
13,8335008
13,9218004
13,9992006
13,9616002
13,8335003
13,9218002
13,9992005
13,9218003
13,9992007
13,8335005
13,8335010
13,8366005
13,9218005
13,9218006
13,9992003
13,9796003
13,8366004
13,8366003
13,9992002
13,8366007
13,9796004
13,9796002
13,9616004
13,8366006
14,8873003
14,9992002
14,8335004
14,8873002
14,8873005
14,8366005
14,8335003
14,9796003
14,8335002
14,8873006
14,8335008
14,9796006
14,8335005
14,9992003
14,8335009
14,9796004
14,8335012
14,9218002
14,9992005
14,8366004
14,9218003
14,9218004
14,9218005
14,9218006
14,9796002
14,9992006
14,8366003
14,8873007
14,9992007
14,8873004
15,8335005
15,8366003
15,9218006
15,9796006
15,8335003
15,9992003
15,9992006
15,9218003
15,8335002
15,8335008
15,9796004
15,8366007
15,9218004
15,8335012
15,8335009
15,9616002
15,9218005
15,9616004
15,8366004
15,8335010
15,9796003
15,8366005
15,9992005
15,9218002
15,8335004
15,9992002
15,8366006
15,9796002
15,9992007
16,8335003
16,8366005
16,8882007
16,8882004
16,8882006
16,8366006
16,8335002
16,9992002
16,9796003
16,9992003
16,8335010
16,8335009
16,9796004
16,9796002
16,8335008
16,9616002
16,8882005
16,9218006
16,8366007
16,9992005
16,9218005
16,8366003
16,8335012
16,9616005
16,9218004
16,9218002
16,8882002
16,8882003
16,8366004
16,8335005
16,9992006
16,8335006
16,9992007
16,9616003
16,9616004
16,9796006
17,9992007
17,9616002
17,9796002
17,9218005
17,9218004
17,9218002
17,8335002
17,8878006
17,8335003
17,8335009
17,8335010
17,8335005
17,9616004
17,9218006
17,8335012
17,8366007
17,8366003
17,8335008
17,9796004
17,9992002
17,8366006
17,9992006
17,9992005
17,9796003
17,8366004
17,9796006
19,8335005
19,9796006
19,9796004
19,8366007
19,8335003
19,9616002
19,8335002
19,9218005
19,8335010
19,9992007
19,9616004
19,8366005
19,9992002
19,8366003
19,9218004
19,9992003
19,8366006
19,9992005
19,8366004
19,8335008
19,8335012
19,9796002
19,9218002
19,9796003
19,9992006
19,9218006
19,8335009
20,9992005
20,8335008
20,9796004
20,8366005
20,8335012
20,8335005
20,8335003
20,9992003
20,8366004
20,8366003
20,9992007
20,8366006
20,8335009
20,8366007
20,8335002
20,8335010
20,9218002
20,9992006
20,9992002
20,9218004
20,8335006
20,9218005
20,9218006
20,9796002
20,9796003
20,9796006
21,9992005
21,9218005
21,9624005
21,8335008
21,8366003
21,8335005
21,8366006
21,8335002
21,8366005
21,9624003
21,9796002
21,8886004
21,8335006
21,9218004
21,9796004
21,8886007
21,9992003
21,9616002
21,9796006
21,8335003
21,8335009
21,9992002
21,9218002
21,9624002
21,9992007
21,8886006
21,8886005
21,9218006
21,9992006
21,8335010
21,8366004
21,9796003
21,8366007
21,9616004
21,8886003
21,8886002
21,8335012
22,9218002
22,9218003
22,9218004
22,9218006
22,8335009
22,8335003
22,9992002
22,8335002
22,8335005
22,8335008
22,9992007
22,9796004
22,8335004
22,9796002
22,8366003
22,8335010
22,8366006
22,9796003
22,8366005
22,8366007
22,9218005
22,9992005
22,9992003
22,8335012
22,8366004
22,9796006
22,9992006
23,8335005
23,9992003
23,8873007
23,9218002
23,9218004
23,9992006
23,8873002
23,9218006
23,9992005
23,9992002
23,8335006
23,9796002
23,8366004
23,9992007
23,8366005
23,9796006
23,9218005
23,8366003
23,9796003
23,8335003
23,8335002
23,9796004
23,8873005
23,8335008
23,8335012
23,8873004
23,8873006
23,8335009
23,8873003
24,9992005
24,8335010
24,8335002
24,8366004
24,8366006
24,8335005
24,9992007
24,9992003
24,9796003
24,9796006
24,8335006
24,8335012
24,9218006
24,9624003
24,9218005
24,9218004
24,9218002
24,8886002
24,9796002
24,8886003
24,8886004
24,8366003
24,8366005
24,9992006
24,9624005
24,8335008
24,8886005
24,8886006
24,8886007
24,8366007
24,9992002
24,8335009
24,9624002
24,8335003
24,9796004
25,9218006
25,8366003
25,8335010
25,8366005
25,8366007
25,8335006
25,8335008
25,9218002
25,9992003
25,9616002
25,8335011
25,9992006
25,9992005
25,8366004
25,8335012
25,8335002
25,9796003
25,8335003
25,9616004
25,9218005
25,9992007
25,8335005
25,9796002
25,9218004
25,9796006
25,8335009
25,8366006
25,9796007
25,9796004
25,9992002
26,9992007
26,9992002
26,8335008
26,8335002
26,8366003
26,9796006
26,9992006
26,8335003
26,9796004
26,8335009
26,9796002
26,9218002
26,8335007
26,8873003
26,9218004
26,8366004
26,9218005
26,9992003
26,9218006
26,9992005
26,8366002
26,8873002
26,8335005
27,9796006
27,9992006
27,8335002
27,9796004
27,8335010
27,8366006
27,8366004
27,9992005
27,9616004
27,9992003
27,9218002
27,8335005
27,9796002
27,9218004
27,8335012
27,9218005
27,9992007
27,9218006
27,9796007
27,8335006
27,9796003
27,8335009
27,8335003
27,8366007
27,8366005
27,9796005
27,9616002
27,8366003
27,9992002
27,8335008
28,8366003
28,8366002
28,8873002
28,8335007
28,8335008
28,9992003
28,8335005
28,9992007
28,9218006
28,9992006
28,8366004
28,9796006
28,9796004
28,8873005
28,9992005
28,8873004
28,8335006
28,8335009
28,8873006
28,8873007
28,8335003
28,9796002
28,9218002
28,8335002
28,9218004
28,9992002
28,8873003
28,9218005
29,8873005
29,8366004
29,9796004
29,9218005
29,8335005
29,8873004
29,8335009
29,9992002
29,9218002
29,8873006
29,8335007
29,8335002
29,8366003
29,9992003
29,9218006
29,8335003
29,8335008
29,9796006
29,9992006
29,9992005
29,8873003
29,8873002
29,9218004
29,9796002
29,8873007
29,8366002
29,9992007
30,8335003
30,8335008
30,8335007
30,8335005
30,8873003
30,8335009
30,8873002
30,9992006
30,9992003
30,9796006
30,9796004
30,9992002
30,8366004
30,8873004
30,9218006
30,8873006
30,9218005
30,9992007
30,9218004
30,8873005
30,9218002
30,8873007
30,8366003
30,8366002
30,8335002
30,9992005
30,9796002
31,8335007
31,9796006
31,9992006
31,8366004
31,8873006
31,9992005
31,8366002
31,9218004
31,9218005
31,8873004
31,9218002
31,8335008
31,9218006
31,9796002
31,8873005
31,9992002
31,8366003
31,8335003
31,8873007
31,8873002
31,8335002
31,9796004
31,8335005
31,8873003
31,9992003
31,9992007
31,8335009
32,9218002
32,8335007
32,8335006
32,8335003
32,8873004
32,9992007
32,9796004
32,9218005
32,8335008
32,8335005
32,8873007
32,8335002
32,8873006
32,9218006
32,9992003
32,8366003
32,9992006
32,9992002
32,8366002
32,8366004
32,9796002
32,9796006
32,8873005
32,8873003
32,8873002
32,9992005
32,9218004
32,8335009
33,9992007
33,8335006
33,8873003
33,8873006
33,9796004
33,8335008
33,9992006
33,9218006
33,9218005
33,9218004
33,9218002
33,8335002
33,9796002
33,9992002
33,8873004
33,8873007
33,9992005
33,9796006
33,8366004
33,8873002
33,8335003
33,8366003
33,8335005
33,8335012
33,9796003
33,9992003
33,8335009
33,8873005
33,8366005
34,9796003
34,8366003
34,9218004
34,9992006
34,8335009
34,9218005
34,9992005
34,9796006
34,9218002
34,9992007
34,9796004
34,8873007
34,8873004
34,8873005
34,8873006
34,8366004
34,8335012
34,9992003
34,9218006
34,8335002
34,8366005
34,8335005
34,8873002
34,8873003
34,8335008
34,9796002
34,9992002
34,8335003
35,8335012
35,8366005
35,8335002
35,9218006
35,9992005
35,8873004
35,9796003
35,8873002
35,8335005
35,9992002
35,8873007
35,8366004
35,8873005
35,8335008
35,8335003
35,9992003
35,8873003
35,9796004
35,8873006
35,8335009
35,8366003
35,9992006
35,9796006
35,9218005
35,9992007
35,9218002
35,9218004
35,9796002
36,9218006
36,8873007
36,8366005
36,9992007
36,8366003
36,8335003
36,8873003
36,9992003
36,8873006
36,8335008
36,8873004
36,9218004
36,9218002
36,9796004
36,9218005
36,8873002
36,8366004
36,9796003
36,8335012
36,9992005
36,9796002
36,9992002
36,8873005
36,8335005
36,9992006
36,8335002
36,8335009
36,9796006
37,8335009
37,8366002
37,8878005
37,8366004
37,9796006
37,8878004
37,8878007
37,9218004
37,8335003
37,8335008
37,9218006
37,9796004
37,9992003
37,8335002
37,8366003
37,9992007
37,8335007
37,9992005
37,9218005
37,9992002
37,9218002
37,9796002
37,9992006
37,8335005
38,9218005
38,8366002
38,9218004
38,9992003
38,9218002
38,9992006
38,8335008
38,9992007
38,8366004
38,9796004
38,8335005
38,8335007
38,9218006
38,9796006
38,8878007
38,8366003
38,9992005
38,8335002
38,8335003
38,9992002
38,8878005
38,9796002
38,8335009
38,8878004
39,9992002
39,8366004
39,9796004
39,8335005
39,8335003
39,8335008
39,9992007
39,8335002
39,9992003
39,9796006
39,9796002
39,8335009
39,8366003
39,9992005
39,9218005
39,9218002
39,9218006
39,9992006
39,8366002
39,8335007
39,9218004
40,9992004
40,8335009
40,8335005
40,8878004
40,9992007
40,8335012
40,8335003
40,9992006
40,9796004
40,9796006
40,8366004
40,8878003
40,8878007
40,8878002
40,9992002
40,8366003
40,9992005
40,9992003
40,9218006
40,9796002
40,9218005
40,9218002
40,8878005
40,9218004
40,8335002
40,8335007
40,8335008
40,8366002
41,8878004
41,8335002
41,9218005
41,9796006
41,8878002
41,9992007
41,9218002
41,9218004
41,8878005
41,8878007
41,8366002
41,8366003
41,9796002
41,9992006
41,8366004
41,8335012
41,8335003
41,8335007
41,8335005
41,9796004
41,8335008
41,9992003
41,9218006
41,8335009
41,8878003
41,9992002
41,9992005
42,8335003
42,9218004
42,8335002
42,9218005
42,9992003
42,9992002
42,9218006
42,8878003
42,9992005
42,8878007
42,9796002
42,8878004
42,8366004
42,8878002
42,9796004
42,9992007
42,9992004
42,8335007
42,8878005
42,9992006
42,9796006
42,8366003
42,8366002
42,8335008
42,8335012
42,8335005
42,9218002
43,8335007
43,9218004
43,8335012
43,9218005
43,8878007
43,9992004
43,9992003
43,8366003
43,8878005
43,8878003
43,9992007
43,9796002
43,9796004
43,9218002
43,8335008
43,9992002
43,9992006
43,9218006
43,8335003
43,9796006
43,8878004
43,8335002
43,9992005
43,8878002
43,8366002
43,8335005
43,8366004
44,8335012
44,8335003
44,9992005
44,9796003
44,9796002
44,9992006
44,9218002
44,9218006
44,8366005
44,8366004
44,9992002
44,8335005
44,8366007
44,8366006
44,9796004
44,9796006
44,8335002
44,8335010
44,9992007
44,9992003
44,9218005
44,8366003
44,8335009
44,9218004
44,8335008
45,8366007
45,8335010
45,9992007
45,8335005
45,9218004
45,8335003
45,9218005
45,9796006
45,9796003
45,9218006
45,9616004
45,9992005
45,8335008
45,8366006
45,9992003
45,9796002
45,8335002
45,8366004
45,8335009
45,8335006
45,9992006
45,9796004
45,9218002
45,8335012
45,9992002
45,9616002
45,8366003
45,8366005
46,8878004
46,8366002
46,8366004
46,9992006
46,8335008
46,9992002
46,8878005
46,8878002
46,8366003
46,9992005
46,8335003
46,9992004
46,9796006
46,9218005
46,9218002
46,9992007
46,9992003
46,8335012
46,8335005
46,8335002
46,9218006
46,8878007
46,9796004
46,9796002
46,8878003
46,8335007
46,9218004
49,8335005
49,8366002
49,8335007
49,9796004
49,9218006
49,9218005
49,9218004
49,9218002
49,9992005
49,8878004
49,9992006
49,8335008
49,9992002
49,8335003
49,8366004
49,8878005
49,8335009
49,9992003
49,8335002
49,8366003
49,8878007
49,9992007
49,9796006
49,9796002
50,8335009
50,9992007
50,8878004
50,8335003
50,9218002
50,8878005
50,8878007
50,8366002
50,9796004
50,8335007
50,9992006
50,8366003
50,9992005
50,8335008
50,9992003
50,8335002
50,8366004
50,9796006
50,9218004
50,9218005
50,9218006
50,9796002
50,9992002
50,8335005
51,8335012
51,8366004
51,8335009
51,9992006
51,9796006
51,8366003
51,9992005
51,8335003
51,9992007
51,9796004
51,9796002
51,9218002
51,9218004
51,9218005
51,8335008
51,9218006
51,9992003
51,8335002
51,9992002
51,8335005
52,9796004
52,8335012
52,8366003
52,8366004
52,9796006
52,9218006
52,8366002
52,8335003
52,9218005
52,9992005
52,9796002
52,9992003
52,9992007
52,8335008
52,9218004
52,8335005
52,8878007
52,9992004
52,9992006
52,8878002
52,8335002
52,8335009
52,8878005
52,8878003
52,9218002
52,8878004
52,8335007
52,9992002
53,8335007
53,8366002
53,8335009
53,8335005
53,9992007
53,9992003
53,8335003
53,9992006
53,8335008
53,9796004
53,9992005
53,9218004
53,9992002
53,8366003
53,9218006
53,8366004
53,9218005
53,8335002
53,9796006
53,9218002
53,9796002
54,9992006
54,9796004
54,9218002
54,8335007
54,8335005
54,8335003
54,8335002
54,9218006
54,8335008
54,9992002
54,9218004
54,8335009
54,9992005
54,9218005
54,8366002
54,9796006
54,8366004
54,9992003
54,8366003
54,9796002
54,9992007
55,9218005
55,9992002
55,8366002
55,9796004
55,8366003
55,9218006
55,8335009
55,9992005
55,8335005
55,9796006
55,9992007
55,9992003
55,8335003
55,8335002
55,9796002
55,8366004
55,9218002
55,9218004
55,8335008
55,9992006
55,8335007
56,9218002
56,9796002
56,9218005
56,9218006
56,9992003
56,9992002
56,9796006
56,9218004
56,8335002
56,8335003
56,8366003
56,9992007
56,8366002
56,9992005
56,8366004
56,9992006
56,8335007
56,8335005
56,9796004
56,8335008
57,9796004
57,9992003
57,8873005
57,9218002
57,9218004
57,8873007
57,9796006
57,9992002
57,8335008
57,8366004
57,9992007
57,9218005
57,8366002
57,9992005
57,8335009
57,8335003
57,8335005
57,9796002
57,9218006
57,8335002
57,8873002
57,8873004
57,8873003
57,8335007
57,9992006
57,8873006
57,8366003
59,9796006
59,9218004
59,9796002
59,9992005
59,9992006
59,9992002
59,8335003
59,8335008
59,8335005
59,8335012
59,9218002
59,9218006
59,8335002
59,8366004
59,9218005
59,9992007
59,8366003
59,9992003
59,9796004
60,8479004
60,9241005
60,9218002
60,10161005
60,8335002
60,10266005
60,8389005
60,8335004
60,10393007
60,10369004
60,10397005
60,8523007
60,8375005
60,8335005
60,9791004
60,8475004
60,8487007
60,9844003
60,8335003
60,8335010
60,9734003
60,9218003
60,8475007
60,9218004
60,10262003
60,9218005
60,8491003
60,9844007
60,9218006
60,8335012
60,9836003
60,9836006
60,8335008
60,10369007
60,10467007
60,10393004
60,8483006
60,9836004
60,8487003
60,10401005
60,10401006
60,10467003
60,10397004
60,8483005
60,8775002
60,10262004
60,10467004
60,8352002
60,8375002
60,8389002
60,8475002
60,8479002
60,8389006
60,8483002
60,8389007
60,8389004
60,9791003
60,8487002
60,10161003
60,8375007
60,9844005
60,8479003
60,8491002
60,8495002
60,10467002
60,9191003
60,10161004
60,8491006
60,8779003
60,8523002
60,9734002
60,10262007
60,9187003
60,9836002
60,9844002
60,8352006
60,10393003
60,8491005
60,10369003
60,9852004
60,9852002
60,10161002
60,9852003
60,10266002
60,10369002
60,10393002
60,8352003
60,10397007
60,8375006
60,9844004
60,9791005
60,10397003
60,10270004
60,9844006
60,10401002
60,8491004
60,9241004
60,8375004
60,9836005
60,9191002
60,10369005
60,8352005
60,8335009
60,8352007
60,10467006
60,9734004
60,8523003
60,8483004
60,9852006
60,10161006
60,8475005
60,8475006
60,8475003
60,10467005
60,10161007
60,10270005
60,8375003
60,10461002
60,8352004
60,10266007
60,8389003
60,8483003
60,8491007
61,10397005
61,8495002
61,8375003
61,8389007
61,10161003
61,8375007
61,8491007
61,8335003
61,8352003
61,8491004
61,8475007
61,9836003
61,8487007
61,10393007
61,8375002
61,10401006
61,9852002
61,10262003
61,10369007
61,8483004
61,8779003
61,8475004
61,8479003
61,8352007
61,9734003
61,9844003
61,8483003
61,9218005
61,9191002
61,8352004
61,9852004
61,10369003
61,9791003
61,9218006
61,10401005
61,10161004
61,9844004
61,8352006
61,9852003
61,10393004
61,8335002
61,10467002
61,10369004
61,10467003
61,10467004
61,10393003
61,10467005
61,10467006
61,10467007
61,10461002
61,10369005
61,10401002
61,10393002
61,9191003
61,10270005
61,8335009
61,8389005
61,10262004
61,10262007
61,9836005
61,9218002
61,8375005
61,9734002
61,8335008
61,9852006
61,9836002
61,9791005
61,8483005
61,8352005
61,10397007
61,8479002
61,9187003
61,10270004
61,9844005
61,9836004
61,10397003
61,8375004
61,8491006
61,9734004
61,8335012
61,8487003
61,8491003
61,8335006
61,8389003
61,8475006
61,8483002
61,8335005
61,8389004
61,8375006
61,10397004
61,9844006
61,8775002
61,8389006
61,8475005
61,10161005
61,8479004
61,9844002
61,10161007
61,9791004
61,8335010
61,8491005
61,10161006
61,8475002
61,8352002
61,8475003
61,8487002
61,10369002
61,8491002
61,8389002
61,8483006
61,9218004
61,9844007
63,9844003
63,8352004
63,9734002
63,10266007
63,10161004
63,10461002
63,9791003
63,8491002
63,8375003
63,9218002
63,9218003
63,9218004
63,9836003
63,9844004
63,8475005
63,8389002
63,8479002
63,10262007
63,8487003
63,9218005
63,9218006
63,8335006
63,10397005
63,9852003
63,8775002
63,10161007
63,8483005
63,8335008
63,9734003
63,9191003
63,8779007
63,8487002
63,9191002
63,8491003
63,9734005
63,8335002
63,10266002
63,9836005
63,8389007
63,8475006
63,9844002
63,8352006
63,8495002
63,8475002
63,9791004
63,8487006
63,10397007
63,8335004
63,8487004
63,8523002
63,8375004
63,9844005
63,8483002
63,8479003
63,8389004
63,10397003
63,8779004
63,9734004
63,8352002
63,10161006
63,8487005
63,8779005
63,8475003
63,8779003
63,8779002
63,8523003
63,9836002
63,10266005
63,10467002
63,10161005
63,8335003
63,9836006
63,9844007
63,10401006
63,8389006
63,10262003
63,8335009
63,8389005
63,10369002
63,8475007
63,8389003
63,8375006
63,10397004
63,8375002
63,9844006
63,10467004
63,10262004
63,9187003
63,8483006
63,10369007
63,8487007
63,8479004
63,8335012
63,10270005
63,8375007
63,10161003
63,8375005
63,8352005
63,8352007
63,9734006
63,10467006
63,8352003
63,10161002
63,8335005
63,8779006
63,10270004
63,10369005
64,9836005
64,9191004
64,8389006
64,8475002
64,8483005
64,10270004
64,8375005
64,9836003
64,8389003
64,8375004
64,10161003
64,10401006
64,8375002
64,9836004
64,9218006
64,8375006
64,9844005
64,8479002
64,9791005
64,8335003
64,8475006
64,9734002
64,9852006
64,10397005
64,8375007
64,8335002
64,8335008
64,8352006
64,9791003
64,10161005
64,10397007
64,10393003
64,8483002
64,10401002
64,9187003
64,10393007
64,8335006
64,8487007
64,10369005
64,8779003
64,10461002
64,8352004
64,10262003
64,9734004
64,10369007
64,8389004
64,8479004
64,10467007
64,8775002
64,8483004
64,9844002
64,8495002
64,10397003
64,9191006
64,10467006
64,8475004
64,9844007
64,10161007
64,8479003
64,9191005
64,10467005
64,10270005
64,10467004
64,9844004
64,8491006
64,9844003
64,8475003
64,9734003
64,9191003
64,9191002
64,8389007
64,9836002
64,8352005
64,8335010
64,9791004
64,10369002
64,10161004
64,10369004
64,10467003
64,10262007
64,10401005
64,10467002
64,8335005
64,8487002
64,8375003
64,9852004
64,10393002
64,8491005
64,9852003
64,10161006
64,8475007
64,10393004
64,9218002
64,8491004
64,8335009
64,8352002
64,8352007
64,8352003
64,8483003
64,8491002
64,8491007
64,9836007
64,10262004
64,8487003
64,8491003
64,10369003
64,8389005
64,9191007
64,9844006
64,8475005
64,9852002
64,8389002
64,10397004
64,8335012
64,9218004
64,8483006
64,9218005
65,9191002
65,8352004
65,8479004
65,10401006
65,8352002
65,8479003
65,10270005
65,9191003
65,9836003
65,10161003
65,10262003
65,10262007
65,9734002
65,8352005
65,8335003
65,9218006
65,10161004
65,8475003
65,9844006
65,8479005
65,9218002
65,8335002
65,8475007
65,10401007
65,10369006
65,9218004
65,8523003
65,8389007
65,9844005
65,8389004
65,10369007
65,8389005
65,8495002
65,8375004
65,8335008
65,9836002
65,10397005
65,10161005
65,8483006
65,10397007
65,10397003
65,8487004
65,8375005
65,8352003
65,8352006
65,9187003
65,9844002
65,8487002
65,10397004
65,8483005
65,9218005
65,9791003
65,8523002
65,8375006
65,9734004
65,8375003
65,10461002
65,8335007
65,8375007
65,8775004
65,10369002
65,8775002
65,8375002
65,9844004
65,9734003
65,9844003
65,8491003
65,8389002
65,8479002
65,10369005
65,8335011
65,10401004
65,9852003
65,8483002
65,10467004
65,8389006
65,8475006
65,8335009
65,8475002
65,8479007
65,10262004
65,10161007
65,8475005
65,8487003
65,10270004
65,8389003
65,8775005
65,8335005
65,8483004
65,8483007
65,10467002
65,9836005
65,8779003
65,10401003
66,8483005
66,10401006
66,8375002
66,8479002
66,9734002
66,8483006
66,8775004
66,10161004
66,8475007
66,9191002
66,8335002
66,10401007
66,8475003
66,10397005
66,9844005
66,10369007
66,8389006
66,8375007
66,8352005
66,8352006
66,8375005
66,10397003
66,8352003
66,9734004
66,10397004
66,10262003
66,8375003
66,8389003
66,10161003
66,10369002
66,9187003
66,8389004
66,9844004
66,8375004
66,9852003
66,8335007
66,10461002
66,9734003
66,10262007
66,9218005
66,8479003
66,8487002
66,8475005
66,9218006
66,8335005
66,8375006
66,8483004
66,8523002
66,8335008
66,8352004
66,8335003
66,9836003
66,8352002
66,8483007
66,10401004
66,8479007
66,8491003
66,9218002
66,8389002
66,8479004
66,8475006
66,9836005
66,8775002
66,10161005
66,9836002
66,9791003
66,8483002
66,10369006
66,10467004
66,9844002
66,10262004
66,8335009
66,8479005
66,9191003
66,10397007
66,9844006
66,8495002
66,8775005
66,8475002
66,10161007
66,9844003
66,8335011
66,9218004
66,8487003
66,10270004
66,8389005
66,8523003
66,10467002
66,8487004
66,10369005
66,10270005
66,8389007
66,8779003
66,8335006
67,8779003
67,10270005
67,9791003
67,8389005
67,8495002
67,8487002
67,10397005
67,8483002
67,8375005
67,9734002
67,8352005
67,9187003
67,9191003
67,10369006
67,10401004
67,9836003
67,8389006
67,8375006
67,8475007
67,9844003
67,8352006
67,10369005
67,8483005
67,8479002
67,10461002
67,9836002
67,10369007
67,8335011
67,8335007
67,8352003
67,10397004
67,9844005
67,10397007
67,8375003
67,8389003
67,8491003
67,8523002
67,10401006
67,9852003
67,9218006
67,10161005
67,10467004
67,8335002
67,10401007
67,10262007
67,8775002
67,9218005
67,9218004
67,9218002
67,8389007
67,8352002
67,8335009
67,8389004
67,8375007
67,10270004
67,10397003
67,10262004
67,10161007
67,8479003
67,8475002
67,10369002
67,10161003
67,8479007
67,8483006
67,8375002
67,8475005
67,8475003
67,8335005
67,8483007
67,8475006
67,9844002
67,8389002
67,10467002
67,8335003
67,8352004
67,8479004
67,8483004
67,8487003
67,8479005
67,8335008
67,8487004
67,8523003
67,9191002
67,9844006
67,10262003
67,9844004
67,10161004
67,9734004
67,9734003
67,9836005
67,8375004
68,10369002
68,8375007
68,8352004
68,8335010
68,8335006
68,8389003
68,9734003
68,10393002
68,9734002
68,9791004
68,10270005
68,10397003
68,9218002
68,9218004
68,9218005
68,8491002
68,8475003
68,10467007
68,10369007
68,8491004
68,8523003
68,9836003
68,9218006
68,8483006
68,10161005
68,9191007
68,8487003
68,8352002
68,10393003
68,10262003
68,10161006
68,8335002
68,9852002
68,10401006
68,8352006
68,8335012
68,9844003
68,8475005
68,8483005
68,9191004
68,9191003
68,8479003
68,8475002
68,8487007
68,9836004
68,8523002
68,10397004
68,10467006
68,8495002
68,10467005
68,8352003
68,10401002
68,8389006
68,8775002
68,8335011
68,10467004
68,9852004
68,9844002
68,10397007
68,8375006
68,8491006
68,8475007
68,8389005
68,8375005
68,10270004
68,10393007
68,9852003
68,8483002
68,10161007
68,10262007
68,8483004
68,10393004
68,8475006
68,9191006
68,8479004
68,9844006
68,8335008
68,8375003
68,8491005
68,10161003
68,8523007
68,10262004
68,9791003
68,9836002
68,9191002
68,9187003
68,9852006
68,10467003
68,8483003
68,10397005
68,8375002
68,9844004
68,8389002
68,8335005
68,8335009
68,9836007
68,8352005
68,9791005
68,10369005
68,10369004
68,10161004
68,10467002
68,10369003
