datasheet_id,keyword,model,is_faction_keyword
64,Assault Squad with Jump Packs,,FALSE
64,Infantry,,FALSE
64,Grenades,,FALSE
64,Imperium,,FALSE
64,Jump Pack,,FALSE
65,Adeptus Astartes,,TRUE
65,Smoke,,FALSE
65,Vehicle,,FALSE
65,Deathwing,,FALSE
65,Land Raider,,FALSE
65,Imperium,,FALSE
65,Transport,,FALSE
66,Adeptus Astartes,,TRUE
66,Deathwing,,FALSE
66,Land Raider Crusader,,FALSE
66,Grenades,,FALSE
66,Smoke,,FALSE
66,Transport,,FALSE
66,Vehicle,,FALSE
66,Imperium,,FALSE
67,Adeptus Astartes,,TRUE
67,Land Raider Excelsior,,FALSE
67,Imperium,,FALSE
67,Transport,,FALSE
67,Smoke,,FALSE
67,Vehicle,,FALSE
68,Adeptus Astartes,,TRUE
68,Suppressor Squad,,FALSE
68,Imperium,,FALSE
68,Infantry,,FALSE
68,Fly,,FALSE
68,Smoke,,FALSE
68,Jump Pack,,FALSE
68,Grenades,,FALSE
70,Adeptus Astartes,,TRUE
70,Grenades,,FALSE
70,Tactical Squad,,FALSE
70,Imperium,,FALSE
70,Battleline,,FALSE
70,Infantry,,FALSE
71,Adeptus Astartes,,TRUE
71,Tacticus,,FALSE
71,Deathwing,,FALSE
71,Bladeguard Veteran Squad,,FALSE
71,Imperium,,FALSE
71,Grenades,,FALSE
71,Infantry,,FALSE
72,Adeptus Astartes,,TRUE
72,Fly,,FALSE
72,Imperium,,FALSE
72,Caestus Assault Ram,,FALSE
72,Ravenwing,,FALSE
72,Aircraft,,FALSE
72,Vehicle,,FALSE
72,Transport,,FALSE
73,Adeptus Astartes,,TRUE
73,Infantry,,FALSE
73,Imperium,,FALSE
73,Grenades,,FALSE
73,Character,,FALSE
73,Captain,,FALSE
73,Tacticus,,FALSE
76,Adeptus Astartes,,TRUE
76,Character,,FALSE
76,Imperium,,FALSE
76,Phobos,,FALSE
76,Lieutenant,,FALSE
76,Lieutenant with Combi-weapon,,FALSE
76,Infantry,,FALSE
76,Grenades,,FALSE
79,Adeptus Astartes,,TRUE
79,Librarian,,FALSE
79,Imperium,,FALSE
79,Psyker,,FALSE
79,Character,,FALSE
79,Infantry,,FALSE
79,Terminator,,FALSE
79,Deathwing,,FALSE
81,Adeptus Astartes,,TRUE
81,Ultramarines,,TRUE
81,Sicarius,,FALSE
81,Infantry,,FALSE
81,Captain,,FALSE
81,Tacticus,,FALSE
81,Imperium,,FALSE
81,Character,,FALSE
81,Epic Hero,,FALSE
83,Adeptus Astartes,,TRUE
83,Infantry,,FALSE
83,Character,,FALSE
83,Fly,,FALSE
83,Jump Pack,,FALSE
83,Grenades,,FALSE
83,Imperium,,FALSE
83,Tacticus,,FALSE
83,Captain,,FALSE
84,Adeptus Astartes,,TRUE
84,Ravenwing,,FALSE
84,Vehicle,,FALSE
84,Fly,,FALSE
84,Aircraft,,FALSE
84,Imperium,,FALSE
84,Smoke,,FALSE
84,Stormhawk Interceptor,,FALSE
85,Adeptus Astartes,,TRUE
85,Rhino Primaris,,FALSE
85,Imperium,,FALSE
85,Transport,,FALSE
85,Smoke,,FALSE
85,Vehicle,,FALSE
86,Adeptus Astartes,,TRUE
86,Vehicle,,FALSE
86,Firestrike Servo-turrets,,FALSE
86,Imperium,,FALSE
86,Artillery,,FALSE
87,Adeptus Astartes,,TRUE
87,Imperium,,FALSE
87,Transport,,FALSE
87,Vehicle,,FALSE
87,Dedicated Transport,,FALSE
87,Drop Pod,,FALSE
91,Adeptus Astartes,,TRUE
91,Ballistus Dreadnought,,FALSE
91,Dreadnought,,FALSE
91,Imperium,,FALSE
91,Walker,,FALSE
91,Vehicle,,FALSE
91,Deathwing,,FALSE
92,Adeptus Astartes,,TRUE
92,Smoke,,FALSE
92,Imperium,,FALSE
92,Vehicle,,FALSE
92,Sicaran Venator,,FALSE
93,Adeptus Astartes,,TRUE
93,Smoke,,FALSE
93,Imperium,,FALSE
93,Vehicle,,FALSE
93,Typhon,,FALSE
94,Adeptus Astartes,,TRUE
94,Chaplain,,FALSE
94,Ravenwing,,FALSE
94,Mounted,,FALSE
94,Character,,FALSE
94,Grenades,,FALSE
94,Imperium,,FALSE
95,Adeptus Astartes,,TRUE
95,Ultramarines,,TRUE
95,Honour Guard,,FALSE
95,Grenades,,FALSE
95,Infantry,,FALSE
95,Imperium,,FALSE
96,Adeptus Astartes,,TRUE
96,Dreadnought,,FALSE
96,Epic Hero,,FALSE
96,Character,,FALSE
96,Imperium,,FALSE
96,Walker,,FALSE
96,Vehicle,,FALSE
96,Deathwing,,FALSE
96,Carab Culln the Risen,,FALSE
96,Smoke,,FALSE
97,Adeptus Astartes,,TRUE
97,Fortification,,FALSE
97,Imperium,,FALSE
97,Hammerfall Bunker,,FALSE
97,Vehicle,,FALSE
98,Adeptus Astartes,,TRUE
98,Tarantula Sentry Battery,,FALSE
98,Vehicle,,FALSE
98,Artillery,,FALSE
98,Imperium,,FALSE
99,Adeptus Astartes,,TRUE
99,Tarantula Air Defence Battery,,FALSE
99,Imperium,,FALSE
99,Vehicle,,FALSE
103,Adeptus Astartes,,TRUE
103,Imperium,,FALSE
103,Grenades,,FALSE
103,Infantry,,FALSE
103,Eradicator Squad,,FALSE
103,Gravis,,FALSE
104,Adeptus Astartes,,TRUE
104,Deathwing,,FALSE
104,Relic Terminator Squad,,FALSE
104,Imperium,,FALSE
104,Infantry,,FALSE
104,Terminator,,FALSE
107,Adeptus Astartes,,TRUE
107,Vehicle,,FALSE
107,Fly,,FALSE
107,Ravenwing,,FALSE
107,Javelin Attack Speeder,,FALSE
107,Imperium,,FALSE
110,Adeptus Astartes,,TRUE
110,Artillery,,FALSE
110,Vehicle,,FALSE
110,Rapier Carrier,,FALSE
110,Imperium,,FALSE
111,Adeptus Astartes,,TRUE
111,Dreadnought,,FALSE
111,Mortis Dreadnought,,FALSE
111,Deathwing,,FALSE
111,Vehicle,,FALSE
111,Walker,,FALSE
111,Imperium,,FALSE
112,Adeptus Astartes,,TRUE
112,Infantry,,FALSE
112,Jump Pack,,FALSE
112,Character,,FALSE
112,Fly,,FALSE
112,Imperium,,FALSE
112,Chaplain,,FALSE
113,Adeptus Astartes,,TRUE
113,Aircraft,,FALSE
113,Fly,,FALSE
113,Ravenwing,,FALSE
113,Storm Eagle Gunship,,FALSE
113,Imperium,,FALSE
113,Vehicle,,FALSE
113,Transport,,FALSE
114,Adeptus Astartes,,TRUE
114,Imperium,,FALSE
114,Storm Speeder Hammerstrike,,FALSE
114,Fly,,FALSE
114,Vehicle,,FALSE
114,Ravenwing,,FALSE
115,Adeptus Astartes,,TRUE
115,Infantry,,FALSE
115,Character,,FALSE
115,Terminator,,FALSE
115,Deathwing,,FALSE
115,Imperium,,FALSE
115,Chaplain,,FALSE
116,Adeptus Astartes,,TRUE
116,Imperium,,FALSE
116,Ravenwing,,FALSE
116,Bike Squad,,FALSE
116,Grenades,,FALSE
116,Mounted,,FALSE
117,Adeptus Astartes,,TRUE
117,Smoke,,FALSE
117,Vehicle,,FALSE
117,Walker,,FALSE
117,Imperium,,FALSE
117,Deathwing,,FALSE
117,Dreadnought,,FALSE
118,Adeptus Astartes,,TRUE
118,Deathwing,,FALSE
118,Terminator Assault Squad,,FALSE
118,Terminator,,FALSE
118,Imperium,,FALSE
118,Infantry,,FALSE
119,Adeptus Astartes,,TRUE
119,Librarian,,FALSE
119,Phobos,,FALSE
119,Psyker,,FALSE
119,Imperium,,FALSE
119,Grenades,,FALSE
119,Character,,FALSE
119,Infantry,,FALSE
120,Adeptus Astartes,,TRUE
120,Smoke,,FALSE
120,Vehicle,,FALSE
120,Deathwing,,FALSE
120,Imperium,,FALSE
120,Walker,,FALSE
120,Venerable,,FALSE
120,Dreadnought,,FALSE
121,Adeptus Astartes,,TRUE
121,Ultramarines,,TRUE
121,Tacticus,,FALSE
121,Captain,,FALSE
121,Uriel Ventris,,FALSE
121,Epic Hero,,FALSE
121,Infantry,,FALSE
121,Character,,FALSE
121,Imperium,,FALSE
122,Adeptus Astartes,,TRUE
122,Vehicle,,FALSE
122,Imperium,,FALSE
122,Transport,,FALSE
122,Dreadnought Drop Pod,,FALSE
123,Adeptus Astartes,,TRUE
123,Imperium,,FALSE
123,Sicaran Punisher,,FALSE
123,Smoke,,FALSE
123,Vehicle,,FALSE
124,Adeptus Astartes,,TRUE
124,Imperium,,FALSE
124,Storm Speeder Hailstrike,,FALSE
124,Ravenwing,,FALSE
124,Vehicle,,FALSE
124,Fly,,FALSE
125,Adeptus Astartes,,TRUE
125,Jump Pack,,FALSE
125,Fly,,FALSE
125,Imperium,,FALSE
125,Gravis,,FALSE
125,Inceptor Squad,,FALSE
125,Infantry,,FALSE
126,Adeptus Astartes,,TRUE
126,Grenades,,FALSE
126,Infernus Squad,,FALSE
126,Tacticus,,FALSE
126,Infantry,,FALSE
126,Imperium,,FALSE
127,Adeptus Astartes,,TRUE
127,Iron Hands,,TRUE
127,Infantry,,FALSE
127,Epic Hero,,FALSE
127,Imperium,,FALSE
127,Gravis,,FALSE
127,Iron Father Feirros,,FALSE
127,Character,,FALSE
128,Adeptus Astartes,,TRUE
128,Smoke,,FALSE
128,Infiltrator Squad,,FALSE
128,Infantry,,FALSE
128,Grenades,,FALSE
128,Phobos,,FALSE
128,Imperium,,FALSE
129,Adeptus Astartes,,TRUE
129,Dedicated Transport,,FALSE
129,Razorback,,FALSE
129,Imperium,,FALSE
129,Vehicle,,FALSE
129,Smoke,,FALSE
129,Transport,,FALSE
131,Adeptus Astartes,,TRUE
131,Leviathan Dreadnought,,FALSE
131,Vehicle,,FALSE
131,Imperium,,FALSE
131,Smoke,,FALSE
131,Dreadnought,,FALSE
131,Deathwing,,FALSE
131,Walker,,FALSE
132,Adeptus Astartes,,TRUE
132,Vehicle,,FALSE
132,Ravenwing,,FALSE
132,Land Speeder Storm,,FALSE
132,Transport,,FALSE
132,Imperium,,FALSE
132,Dedicated Transport,,FALSE
132,Fly,,FALSE
134,Adeptus Astartes,,TRUE
134,Infantry,,FALSE
134,Astartes Servitors,,FALSE
134,Imperium,,FALSE
135,Adeptus Astartes,,TRUE
135,Imperium,,FALSE
135,Terminator,,FALSE
135,Deathwing,,FALSE
135,Captain,,FALSE
135,Infantry,,FALSE
135,Character,,FALSE
136,Adeptus Astartes,,TRUE
136,Deathwing,,FALSE
136,Brutalis Dreadnought,,FALSE
136,Dreadnought,,FALSE
136,Imperium,,FALSE
136,Walker,,FALSE
136,Vehicle,,FALSE
137,Adeptus Astartes,,TRUE
137,Scout Bike Squad,,FALSE
137,Imperium,,FALSE
137,Smoke,,FALSE
137,Grenades,,FALSE
137,Mounted,,FALSE
137,Ravenwing,,FALSE
138,Adeptus Astartes,,TRUE
138,Ultramarines,,TRUE
138,Monster,,FALSE
138,Character,,FALSE
138,Primarch,,FALSE
138,Roboute Guilliman,,FALSE
138,Epic Hero,,FALSE
138,Imperium,,FALSE
139,Adeptus Astartes,,TRUE
139,Fly,,FALSE
139,Aircraft,,FALSE
139,Thunderhawk Gunship,,FALSE
139,Transport,,FALSE
139,Imperium,,FALSE
139,Vehicle,,FALSE
139,Titanic,,FALSE
139,Ravenwing,,FALSE
140,Adeptus Astartes,,TRUE
140,Imperium,,FALSE
140,Grenades,,FALSE
140,Character,,FALSE
140,Infantry,,FALSE
140,Tacticus,,FALSE
140,Techmarine,,FALSE
146,Adeptus Astartes,,TRUE
146,Hunter,,FALSE
146,Imperium,,FALSE
146,Vehicle,,FALSE
146,Smoke,,FALSE
147,Adeptus Astartes,,TRUE
147,Infantry,,FALSE
147,Grenades,,FALSE
147,Deathwing,,FALSE
147,Vanguard Veteran Squad,,FALSE
147,Imperium,,FALSE
147,Vanguard Veteran Squad with Jump Packs,,FALSE
147,Fly,,FALSE
147,Jump Pack,,FALSE
148,Adeptus Astartes,,TRUE
148,Imperial Space Marine,,FALSE
148,Grenades,,FALSE
148,Imperium,,FALSE
148,Infantry,,FALSE
148,Character,,FALSE
151,Blood Angels,,TRUE
151,Adeptus Astartes,,TRUE
151,Epic Hero,,FALSE
151,Fly,,FALSE
151,Grenades,,FALSE
151,Imperium,,FALSE
151,Tacticus,,FALSE
151,Chapter Master,,FALSE
151,Commander Dante,,FALSE
151,Jump Pack,,FALSE
151,Infantry,,FALSE
151,Character,,FALSE
152,Adeptus Astartes,,TRUE
152,Blood Angels,,TRUE
152,Captain,,FALSE
152,Grenades,,FALSE
152,Epic Hero,,FALSE
152,Infantry,,FALSE
152,Imperium,,FALSE
152,Character,,FALSE
152,Tycho,,FALSE
153,Adeptus Astartes,,TRUE
153,Blood Angels,,TRUE
153,Imperium,,FALSE
153,Infantry,,FALSE
153,Character,,FALSE
153,Grenades,,FALSE
153,Tycho the Lost,,FALSE
153,Epic Hero,,FALSE
153,Captain,,FALSE
154,Adeptus Astartes,,TRUE
154,Blood Angels,,TRUE
154,Imperium,,FALSE
154,Walker,,FALSE
154,Vehicle,,FALSE
154,Psyker,,FALSE
154,Dreadnought,,FALSE
154,Librarian Dreadnought,,FALSE
154,Smoke,,FALSE
155,Adeptus Astartes,,TRUE
155,Blood Angels,,TRUE
155,Tacticus,,FALSE
155,Imperium,,FALSE
155,Grenades,,FALSE
155,Psyker,,FALSE
155,Epic Hero,,FALSE
155,Chief Librarian Mephiston,,FALSE
155,Character,,FALSE
155,Infantry,,FALSE
156,Adeptus Astartes,,TRUE
156,Blood Angels,,TRUE
156,Infantry,,FALSE
156,Epic Hero,,FALSE
156,Fly,,FALSE
156,Jump Pack,,FALSE
156,The Sanguinor,,FALSE
156,Tacticus,,FALSE
156,Imperium,,FALSE
156,Character,,FALSE
157,Adeptus Astartes,,TRUE
157,Blood Angels,,TRUE
157,Tacticus,,FALSE
157,Fly,,FALSE
157,Infantry,,FALSE
157,Character,,FALSE
157,Epic Hero,,FALSE
157,Imperium,,FALSE
157,Jump Pack,,FALSE
157,Astorath,,FALSE
157,Chaplain,,FALSE
158,Adeptus Astartes,,TRUE
158,Blood Angels,,TRUE
158,Infantry,,FALSE
158,Grenades,,FALSE
158,Tacticus,,FALSE
158,Imperium,,FALSE
158,Sanguinary Priest,,FALSE
158,Character,,FALSE
159,Adeptus Astartes,,TRUE
159,Blood Angels,,TRUE
159,Mounted,,FALSE
159,Character,,FALSE
159,Grenades,,FALSE
159,Imperium,,FALSE
159,Sanguinary Priest,,FALSE
160,Adeptus Astartes,,TRUE
160,Blood Angels,,TRUE
160,Brother Corbulo,,FALSE
160,Sanguinary Priest,,FALSE
160,Infantry,,FALSE
160,Character,,FALSE
160,Epic Hero,,FALSE
160,Grenades,,FALSE
160,Imperium,,FALSE
164,Blood Angels,,TRUE
164,Adeptus Astartes,,TRUE
164,Jump Pack,,FALSE
164,Epic Hero,,FALSE
164,Character,,FALSE
164,Infantry,,FALSE
164,Fly,,FALSE
164,Lemartes,,FALSE
164,Chaplain,,FALSE
164,Tacticus,,FALSE
164,Imperium,,FALSE
164,Grenades,,FALSE
165,Blood Angels,,TRUE
165,Adeptus Astartes,,TRUE
165,Sanguinary Guard,,FALSE
165,Fly,,FALSE
165,Infantry,,FALSE
165,Jump Pack,,FALSE
165,Grenades,,FALSE
165,Imperium,,FALSE
165,Tacticus,,FALSE
166,Blood Angels,,TRUE
166,Adeptus Astartes,,TRUE
166,Imperium,,FALSE
166,Death Company Dreadnought,,FALSE
166,Death Company,,FALSE
166,Dreadnought,,FALSE
166,Walker,,FALSE
166,Vehicle,,FALSE
167,Blood Angels,,TRUE
167,Adeptus Astartes,,TRUE
167,Furioso Dreadnought,,FALSE
167,Dreadnought,,FALSE
167,Imperium,,FALSE
167,Walker,,FALSE
167,Vehicle,,FALSE
168,Blood Angels,,TRUE
168,Adeptus Astartes,,TRUE
168,Baal Predator,,FALSE
168,Imperium,,FALSE
168,Vehicle,,FALSE
168,Smoke,,FALSE
169,Blood Angels,,TRUE
169,Adeptus Astartes,,TRUE
169,Character,,FALSE
169,Infantry,,FALSE
169,Imperium,,FALSE
169,Gabriel Seth,,FALSE
169,Chapter Master,,FALSE
169,Grenades,,FALSE
169,Epic Hero,,FALSE
218,Adeptus Astartes,,TRUE
218,Dark Angels,,TRUE
218,Tacticus,,FALSE
218,Chapter Master,,FALSE
218,Azrael,,FALSE
218,Grenades,,FALSE
218,Infantry,,FALSE
218,Deathwing,,FALSE
218,Imperium,,FALSE
218,Epic Hero,,FALSE
218,Character,,FALSE
219,Dark Angels,,TRUE
219,Adeptus Astartes,,TRUE
219,Character,,FALSE
219,Epic Hero,,FALSE
219,Infantry,,FALSE
219,Deathwing,,FALSE
219,Terminator,,FALSE
219,Captain,,FALSE
219,Belial,,FALSE
219,Imperium,,FALSE
225,Dark Angels,,TRUE
225,Adeptus Astartes,,TRUE
225,Tacticus,,FALSE
225,Grenades,,FALSE
225,Epic Hero,,FALSE
225,Character,,FALSE
225,Deathwing,,FALSE
225,Chaplain,,FALSE
225,Infantry,,FALSE
225,Asmodai,,FALSE
225,Imperium,,FALSE
226,Adeptus Astartes,,TRUE
226,Dark Angels,,TRUE
226,Epic Hero,,FALSE
226,Psyker,,FALSE
226,Grenades,,FALSE
226,Imperium,,FALSE
226,Deathwing,,FALSE
226,Librarian,,FALSE
226,Ezekiel,,FALSE
226,Character,,FALSE
226,Infantry,,FALSE
230,Adeptus Astartes,,TRUE
230,Dark Angels,,TRUE
230,Deathwing Terminator Squad,,FALSE
230,Deathwing,,FALSE
230,Terminator,,FALSE
230,Infantry,,FALSE
230,Imperium,,FALSE
231,Adeptus Astartes,,TRUE
231,Dark Angels,,TRUE
231,Infantry,,FALSE
231,Deathwing,,FALSE
231,Terminator,,FALSE
231,Deathwing Knights,,FALSE
231,Imperium,,FALSE
238,Adeptus Astartes,,TRUE
238,Dark Angels,,TRUE
238,Ravenwing Darkshroud,,FALSE
238,Vehicle,,FALSE
238,Fly,,FALSE
238,Imperium,,FALSE
238,Ravenwing,,FALSE
239,Adeptus Astartes,,TRUE
239,Dark Angels,,TRUE
239,Ravenwing,,FALSE
239,Nephilim Jetfighter,,FALSE
239,Imperium,,FALSE
239,Fly,,FALSE
239,Vehicle,,FALSE
239,Aircraft,,FALSE
240,Adeptus Astartes,,TRUE
240,Dark Angels,,TRUE
240,Aircraft,,FALSE
240,Imperium,,FALSE
240,Ravenwing,,FALSE
240,Dark Talon,,FALSE
240,Vehicle,,FALSE
240,Fly,,FALSE
241,Dark Angels,,TRUE
241,Adeptus Astartes,,TRUE
241,Mounted,,FALSE
241,Grenades,,FALSE
241,Imperium,,FALSE
241,Ravenwing,,FALSE
241,Ravenwing Black Knights,,FALSE
242,Adeptus Astartes,,TRUE
242,Dark Angels,,TRUE
242,Land Speeder Vengeance,,FALSE
242,Imperium,,FALSE
242,Fly,,FALSE
242,Ravenwing,,FALSE
242,Vehicle,,FALSE
243,Unaligned,,TRUE
243,Unaligned Forces,,TRUE
243,Vehicle,,FALSE
243,Towering,,FALSE
243,Fortress of Redemption,,FALSE
243,Titanic,,FALSE
243,Transport,,FALSE
243,Fortification,,FALSE
282,Space Wolves,,TRUE
282,Adeptus Astartes,,TRUE
282,Character,,FALSE
282,Epic Hero,,FALSE
282,Imperium,,FALSE
282,Terminator,,FALSE
282,Chapter Master,,FALSE
282,Logan Grimnar,,FALSE
282,Infantry,,FALSE
285,Adeptus Astartes,,TRUE
285,Space Wolves,,TRUE
285,Grenades,,FALSE
285,Imperium,,FALSE
285,Epic Hero,,FALSE
285,Character,,FALSE
285,Infantry,,FALSE
285,Ragnar Blackmane,,FALSE
285,Captain,,FALSE
285,Tacticus,,FALSE
292,Adeptus Astartes,,TRUE
292,Space Wolves,,TRUE
292,Psyker,,FALSE
292,Imperium,,FALSE
292,Epic Hero,,FALSE
292,Character,,FALSE
